"";"Occurrence";"Title";"Date.of.occurrence";"Occurrence.type";"Location.name";"Country";"Report.Type";"Railway.System.type";"Location.type";"Line.type";"Total.fatalities";"Passenger.fatalities";"LC.User.fatalities";"Other.fatalities";"Total.serious.injuries";"Passenger.serious.injuries";"LC.User.serious.injuries";"Unauth..person.serious.injuries";"Other.serious.injuries";"Recs";"Reporting.Body"
"800";"FI-823";"Level crossing accident, 03/12/2009, Seinäjoki, Tepontie / Teppo level crossing, protected. Seinäjoki-Ylivieska section of line. Protected with half barriers. (Finland)";"03/12/2009";"Level crossing accident";"Seinäjoki, Tepontie / Teppo level crossing, protected. Seinäjoki-Ylivieska section of line. Protected with half barriers.";"Finland";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;0;"Accident Investigation Board of Finland"
"801";"FI-829";"Level crossing accident, 16/12/2009, Laukaa, Lemettiläntie / Lemettilä level crossing, unprotected (Finland)";"16/12/2009";"Level crossing accident";"Laukaa, Lemettiläntie / Lemettilä level crossing, unprotected";"Finland";"Final report";"Railway";"Line";"";2;0;2;0;0;0;0;0;0;1;"Accident Investigation Board of Finland"
"802";"FI-833";"Trains collision with an obstacle, 4.1.2010, Helsinki Central Railway Station, track 13. (Finland)";"04/01/2010";"Trains collision with an obstacle";"Helsinki Central Railway Station, track 13.";"Finland";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;4;"Accident Investigation Board of Finland"
"803";"FI-871";"Level crossing accident, 25/02/2010, Pori, Tattaritie, Tattari level crossing, unprotected (Finland)";"25/02/2010";"Level crossing accident";"Pori, Tattaritie, Tattari level crossing, unprotected";"Finland";"Final report";"Railway";"Line";"Single track";2;0;2;0;0;0;0;0;0;1;"Accident Investigation Board of Finland"
"804";"FI-872";"Trains collision with an obstacle, 19.2.2010, The tracks (track 204) at the Neste Oil Oyj unloading terminal in Kilpilahti (Sköldvik). (Finland)";"19/02/2010";"Trains collision with an obstacle";"The tracks (track 204) at the Neste Oil Oyj unloading terminal in Kilpilahti (Sköldvik).";"Finland";"Final report";"Railway";"Marshalling yard";"Multiple track";0;0;0;0;0;0;0;0;0;3;"Accident Investigation Board of Finland"
"805";"FI-950";"Train derailment, 3/9/2009, Lahti railway yard (Finland)";"09/03/2009";"Train derailment";"Lahti railway yard";"Finland";"Final report";"Railway";"Marshalling yard";"Double track";0;0;0;0;0;0;0;0;0;1;"Accident Investigation Board of Finland"
"806";"FI-952";"Level crossing accident, 14/04/2010, Karjaa, Leppämäentie level crossing, unprotected. Karjaa - Hanko section of line. (Finland)";"14/04/2010";"Level crossing accident";"Karjaa, Leppämäentie level crossing, unprotected. Karjaa - Hanko section of line.";"Finland";"Final report";"Railway";"Line";"Single track";1;0;1;0;0;0;0;0;0;1;"Accident Investigation Board of Finland"
"807";"FI-953";"Train derailment, 4/26/2010, Helsinki railway yard, Helsinki Central Railway Station. (Finland)";"26/04/2010";"Train derailment";"Helsinki railway yard, Helsinki Central Railway Station.";"Finland";"Final report";"Railway";"Station";"Multiple track";0;0;0;0;0;0;0;0;0;2;"Accident Investigation Board of Finland"
"808";"FI-954";"Level crossing accident, 16/05/2010, Kokemäki, Äimälänkuja / Koskinen level crossing, unprotected. Kokemäki - Rauma section of line. (Finland)";"16/05/2010";"Level crossing accident";"Kokemäki, Äimälänkuja / Koskinen level crossing, unprotected. Kokemäki - Rauma section of line.";"Finland";"Final report";"Railway";"Line";"";2;0;2;0;0;0;0;0;0;0;"Accident Investigation Board of Finland"
"809";"FI-955";"Level crossing accident, 23/06/2010, Kyrö, Kyröntie / Kyrö level crossing, protected, equipped with half barriers. Turku - Toijala section of line, at the end of Kyrö railway yard. (Finland)";"23/06/2010";"Level crossing accident";"Kyrö, Kyröntie / Kyrö level crossing, protected, equipped with half barriers. Turku - Toijala section of line, at the end of Kyrö railway yard.";"Finland";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Accident Investigation Board of Finland"
"810";"FI-956";"Train derailment, 24/03/2010, Joensuu railway yard. (Finland)";"24/03/2010";"Train derailment";"Joensuu railway yard.";"Finland";"Final report";"Railway";"Marshalling yard";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"Accident Investigation Board of Finland"
"811";"FR-0227";"Trains collision with an obstacle, 04/07/2012, Lachapelle-Auzac (France)";"04/07/2012";"Trains collision with an obstacle";"Lachapelle-Auzac";"France";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"812";"FR-0425";"Level crossing accident, 27/10/2012, Amilly (France)";"27/10/2012";"Level crossing accident";"Amilly";"France";"Notification";"Railway";"Line";"Double track";1;0;1;0;2;0;2;0;0;0;"BEA - TT Land Transport Investigation Body"
"813";"FR-0784";"Trains collision, 24/01/2013, Modane (France)";"24/01/2013";"Trains collision";"Modane";"France";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"814";"FR-1055";"Level crossing accident, 20/12/2010, Level crossing n°100 near Recquignies on the double track line between Busigny and Jeumont (France)";"20/12/2010";"Level crossing accident";"Level crossing n°100 near Recquignies on the double track line between Busigny and Jeumont";"France";"Notification";"Railway";"Line";"";3;NA;3;NA;0;NA;0;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"815";"FR-1056";"Level crossing accident, 14/12/2010, Level crossing n°19 near Jonches on the single track line between Laroche-Migennes and Auxerres (France)";"14/12/2010";"Level crossing accident";"Level crossing n°19 near Jonches on the single track line between Laroche-Migennes and Auxerres";"France";"Final report";"Railway";"Line";"";0;0;0;0;1;0;1;0;0;2;"BEA - TT Land Transport Investigation Body"
"816";"FR-1109";"Level crossing accident, 2011-01-25, Balbigny; on the double track line between Roanne and ST Etienne (France)";"25/01/2011";"Level crossing accident";"Balbigny; on the double track line between Roanne and ST Etienne";"France";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"817";"FR-1110";"Train derailment, 2011-03-09, Artenay on the 4track electrified line betwwen Paris and Orleans (France)";"09/03/2011";"Train derailment";"Artenay on the 4track electrified line betwwen Paris and Orleans";"France";"Final report";"Railway";"Line";"Multiple track";0;0;0;0;0;0;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"818";"FR-1152";"Level crossing accident, 31/05/2011, Mesvres; level crossing n°66 on the double track line between Nevers and Chagny (France)";"31/05/2011";"Level crossing accident";"Mesvres; level crossing n°66 on the double track line between Nevers and Chagny";"France";"Notification";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"819";"FR-1192";"Other, 2011-07-12, CALVI end station of the line from PONTE-LECCIA to CALVI (France)";"12/07/2011";"Other";"CALVI end station of the line from PONTE-LECCIA to CALVI";"France";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;4;"BEA - TT Land Transport Investigation Body"
"820";"FR-1269";"Level crossing accident, 2011-10-12, Level crossing n°11 at Saint-Médard-sur-Ille on the double track line from Rennes to Saint-Malo (France)";"12/10/2011";"Level crossing accident";"Level crossing n°11 at Saint-Médard-sur-Ille on the double track line from Rennes to Saint-Malo";"France";"Final report";"Railway";"Line";"Double track";2;2;0;0;9;9;0;0;0;2;"BEA - TT Land Transport Investigation Body"
"821";"FR-1275";"Train derailment, 2011-10-20, Near Valence D'Agen on the 2 track line between Bordeaux and Toulouse (France)";"20/10/2011";"Train derailment";"Near Valence D'Agen on the 2 track line between Bordeaux and Toulouse";"France";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;1;"BEA - TT Land Transport Investigation Body"
"822";"FR-1315";"Level crossing accident, 04/12/2011, Le Breuil, between Lyon and Paray-le-Monial (France)";"04/12/2011";"Level crossing accident";"Le Breuil, between Lyon and Paray-le-Monial";"France";"Final report";"Railway";"Line";"Single track";4;0;4;0;1;0;1;0;0;2;"BEA - TT Land Transport Investigation Body"
"823";"FR-1346";"Trains collision, 2012-02-02, Near Maillé on the double track line between Tours and Poitiers (France)";"02/02/2012";"Trains collision";"Near Maillé on the double track line between Tours and Poitiers";"France";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;1;"BEA - TT Land Transport Investigation Body"
"824";"FR-1385";"Trains collision with an obstacle, 01/02/2012, Sevran; catenary span overlap on the RER line from Paris-Nord to Ormoy (France)";"01/02/2012";"Trains collision with an obstacle";"Sevran; catenary span overlap on the RER line from Paris-Nord to Ormoy";"France";"Final report";"Railway";"Line";"Multiple track";0;0;0;0;1;0;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"825";"FR-1419";"Trains collision with an obstacle, 22/05/2012, Mercues, on the double track line between Cahors and Brive-la-gaillarde (France)";"22/05/2012";"Trains collision with an obstacle";"Mercues, on the double track line between Cahors and Brive-la-gaillarde";"France";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"826";"FR-147";"Level crossing accident, 24/11/2004, Millau level crossing n° 71 (France)";"24/11/2004";"Level crossing accident";"Millau level crossing n° 71";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"827";"FR-2";"Accident to persons caused by RS in motion, 10/11/2006, Chaville RD station , track 1 (France)";"10/11/2006";"Accident to persons caused by RS in motion";"Chaville RD station , track 1";"France";"Final report";"Railway";"Station";"";1;1;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"828";"FR-2266";"Level crossing accident, 2013-04-16, L'Estaque (France)";"16/04/2013";"Level crossing accident";"L'Estaque";"France";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"829";"FR-2506";"Train derailment, 12/07/2013, Bretigny (France)";"12/07/2013";"Train derailment";"Bretigny";"France";"Final report";"Railway";"Station";"Multiple track";7;7;0;0;11;11;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"830";"FR-2868";"Level crossing accident, 15/10/2013, Saint-Rémy-de-Sillé (France)";"15/10/2013";"Level crossing accident";"Saint-Rémy-de-Sillé";"France";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"831";"FR-311";"Train derailment, 13/08/2007, The incident occurs in Versailles Rive Gauche station (Yvelines) (France)";"13/08/2007";"Train derailment";"The incident occurs in Versailles Rive Gauche station (Yvelines)";"France";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"832";"FR-312";"Trains collision with an obstacle, 05/04/2007, Paris, Gare de l'Est (France)";"05/04/2007";"Trains collision with an obstacle";"Paris, Gare de l'Est";"France";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"833";"FR-3173";"Infrastructure events, 26/11/2013, Carbonne (France)";"26/11/2013";"Infrastructure events";"Carbonne";"France";"Notification";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"834";"FR-3196";"Runaway, 18/12/2013, Mérens-les-Vals (France)";"18/12/2013";"Runaway";"Mérens-les-Vals";"France";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"835";"FR-3197";"Train derailment, 23/12/2013, Drancy - Le Bouget (France)";"23/12/2013";"Train derailment";"Drancy - Le Bouget";"France";"Notification";"Railway";"Marshalling yard";"Multiple track";0;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"836";"FR-365";"Trains collision with an obstacle, 04/06/2007, Saint Herblain wich is a suburb of Nantes (44) (France)";"04/06/2007";"Trains collision with an obstacle";"Saint Herblain wich is a suburb of Nantes (44)";"France";"Final report";"Tramway";"Other";"";1;0;0;1;0;0;0;0;0;5;"BEA - TT Land Transport Investigation Body"
"837";"FR-397";"Train derailment, 09/11/2007, The train derailled between the stations of Mirabeau and Meyrargues on the line between Marseilles and Veynes at Km 365,800. (France)";"09/11/2007";"Train derailment";"The train derailled between the stations of Mirabeau and Meyrargues on the line between Marseilles and Veynes at Km 365,800.";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"838";"FR-402";"Trains collision, 21/11/2007, Two trains collide at Km 28.300 on a single track betwween Ponte-Nuovo and Casamozza (France)";"21/11/2007";"Trains collision";"Two trains collide at Km 28.300 on a single track betwween Ponte-Nuovo and Casamozza";"France";"Final report";"Railway";"Line";"";0;0;0;0;5;1;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"839";"FR-403";"Level crossing accident, 26/11/2007, Accident on level crossing n°11, located at Saint-Médard between Rennes (35) and Dol de Gretagne (35) (France)";"26/11/2007";"Level crossing accident";"Accident on level crossing n°11, located at Saint-Médard between Rennes (35) and Dol de Gretagne (35)";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"BEA - TT Land Transport Investigation Body"
"840";"FR-409";"Level crossing accident, 19/12/2007, The accident occurs at the level crossing n°34 located at Tossiat (Ain) at Km 46.799 beetween Bourg en Bresse and Ambérieu. (France)";"19/12/2007";"Level crossing accident";"The accident occurs at the level crossing n°34 located at Tossiat (Ain) at Km 46.799 beetween Bourg en Bresse and Ambérieu.";"France";"Final report";"Railway";"Line";"";1;0;1;0;0;0;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"841";"FR-411";"Level crossing accident, 03/12/2007, The accident occurs at level crossing n°10, km 9, at Cadaujac beetween Bordeaux (Gironde) et Agen (France)";"03/12/2007";"Level crossing accident";"The accident occurs at level crossing n°10, km 9, at Cadaujac beetween Bordeaux (Gironde) et Agen";"France";"Final report";"Railway";"Line";"";3;0;3;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"842";"FR-422";"Level crossing accident, 25/01/2008, The accident occurs on level crossing n°82 located near Neufchateau station (Vosges) at Km 72,547 on Toul Dijon section of line. (France)";"25/01/2008";"Level crossing accident";"The accident occurs on level crossing n°82 located near Neufchateau station (Vosges) at Km 72,547 on Toul Dijon section of line.";"France";"Final report";"Railway";"Line";"";4;0;1;3;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"843";"FR-432";"Accident to persons caused by RS in motion, 26/02/2008, Bayard station (Haute Marne) at the level of level crossing n°37, located in station. (France)";"26/02/2008";"Accident to persons caused by RS in motion";"Bayard station (Haute Marne) at the level of level crossing n°37, located in station.";"France";"Final report";"Railway";"Station";"";1;0;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"844";"FR-442";"Train derailment, 13/06/2006, The train was running on Charleville-Longuyon double track line. It commes from Dunkerque and was going to Dieulouard. (France)";"13/06/2006";"Train derailment";"The train was running on Charleville-Longuyon double track line. It commes from Dunkerque and was going to Dieulouard.";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"845";"FR-463";"Other, 26/04/2008, Near Montauban on the line section Bordeaux - Toulouse. (France)";"26/04/2008";"Other";"Near Montauban on the line section Bordeaux - Toulouse.";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"846";"FR-503";"Level crossing accident, 02/06/2008, Accident arrived at level crossing n°68 at Allinges between Perrignier and Thonon Les Bains on the single track line Longereay-Leaz to Le Bouveret . Crossing road is CD 233. (France)";"02/06/2008";"Level crossing accident";"Accident arrived at level crossing n°68 at Allinges between Perrignier and Thonon Les Bains on the single track line Longereay-Leaz to Le Bouveret . Crossing road is CD 233.";"France";"Final report";"Railway";"Line";"";7;0;7;0;3;0;3;0;0;3;"BEA - TT Land Transport Investigation Body"
"847";"FR-504";"Fire in RS, 24/06/2008, At 9 km from Digne, at Gaubert commune on the line from Nice to Digne. (France)";"24/06/2008";"Fire in RS";"At 9 km from Digne, at Gaubert commune on the line from Nice to Digne.";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"BEA - TT Land Transport Investigation Body"
"848";"FR-514";"Level crossing accident, 07/07/2008, Accident arrived on level crossing n°19 between (Autun) La Roche en Brénil et Avallon. (France)";"07/07/2008";"Level crossing accident";"Accident arrived on level crossing n°19 between (Autun) La Roche en Brénil et Avallon.";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;2;"BEA - TT Land Transport Investigation Body"
"849";"FR-562";"Fire in RS, 11/09/2008, Channel tunnel, North tube 11,5 km from the French portal (France)";"11/09/2008";"Fire in RS";"Channel tunnel, North tube 11,5 km from the French portal";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;6;"BEA - TT Land Transport Investigation Body"
"850";"FR-59";"Trains collision, 11/10/2006, The collision occurs between Bettembourg station and Thionville station, at the border between Luxembourg and France, some meters on French side. From the last switcheof each station, length is about 1.3 km in Luxembourg and 14.6 km in France. (France)";"11/10/2006";"Trains collision";"The collision occurs between Bettembourg station and Thionville station, at the border between Luxembourg and France, some meters on French side. From the last switcheof each station, length is about 1.3 km in Luxembourg and 14.6 km in France.";"France";"Final report";"Railway";"Line";"";6;3;0;1;2;2;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"851";"FR-60";"Level crossing accident, 18/10/2006, The level crossing n°18 where the accident occured is located in the city of Domène (surburbs of Grenoble). The railway line section is the one of Grenoble Montmélian (Chambéry) (France)";"18/10/2006";"Level crossing accident";"The level crossing n°18 where the accident occured is located in the city of Domène (surburbs of Grenoble). The railway line section is the one of Grenoble Montmélian (Chambéry)";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"852";"FR-61";"Train derailment, 25/02/2006, derailment on single track between the stations St Flour and Andelat on the section Beziers to Neussargues. The derailment is at the km point : 692,480. This line is in the group UIC 8AV. (France)";"25/02/2006";"Train derailment";"derailment on single track between the stations St Flour and Andelat on the section Beziers to Neussargues. The derailment is at the km point : 692,480. This line is in the group UIC 8AV.";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"853";"FR-645";"Train derailment, 24/07/2006, Open line beetween Culoz(Ain) and Chambéry (Savoie) (France)";"24/07/2006";"Train derailment";"Open line beetween Culoz(Ain) and Chambéry (Savoie)";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"854";"FR-646";"Accident to persons caused by RS in motion, 07/03/2009, Open line beetween ""La Plaine Stade de France"" et ""Aubervilliers La Courneuve"" (France)";"07/03/2009";"Accident to persons caused by RS in motion";"Open line beetween ""La Plaine Stade de France"" et ""Aubervilliers La Courneuve""";"France";"Final report";"Railway";"Line";"";2;0;0;0;3;0;0;3;0;6;"BEA - TT Land Transport Investigation Body"
"855";"FR-725";"Level crossing accident, 03/02/2009, Level crossing between double track line and departemental (regional) road near the town of NEVERS. LC fitted with automatic barriers (France)";"03/02/2009";"Level crossing accident";"Level crossing between double track line and departemental (regional) road near the town of NEVERS. LC fitted with automatic barriers";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"BEA - TT Land Transport Investigation Body"
"856";"FR-726";"Trains collision, 20/05/2009, Tunnel of LIVERNAN; Double track line between Angouleme and Bordeaux (France)";"20/05/2009";"Trains collision";"Tunnel of LIVERNAN; Double track line between Angouleme and Bordeaux";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"BEA - TT Land Transport Investigation Body"
"857";"FR-747";"Trains collision with an obstacle, 03/07/2009, Double track line between Limoges and Brives (France)";"03/07/2009";"Trains collision with an obstacle";"Double track line between Limoges and Brives";"France";"Final report";"Railway";"Line";"";0;0;0;0;1;1;0;0;0;3;"BEA - TT Land Transport Investigation Body"
"858";"FR-800";"Level crossing accident, 25/09/2009, level crossing PN77 near the station of Laluque on the main line between Bordeaux and Dax (France)";"25/09/2009";"Level crossing accident";"level crossing PN77 near the station of Laluque on the main line between Bordeaux and Dax";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"BEA - TT Land Transport Investigation Body"
"859";"FR-81";"Accident to persons caused by RS in motion, 01/03/2007, At Villeneuve - marshalling yard near Paris (France)";"01/03/2007";"Accident to persons caused by RS in motion";"At Villeneuve - marshalling yard near Paris";"France";"Final report";"Railway";"Marshalling yard";"";1;1;0;0;0;0;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"860";"FR-817";"Train derailment, 24/11/2009, Line from Toulouse to Bayonne; track2 near the station of ORTHEZ (France)";"24/11/2009";"Train derailment";"Line from Toulouse to Bayonne; track2 near the station of ORTHEZ";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;5;"BEA - TT Land Transport Investigation Body"
"861";"FR-82";"Train derailment, 27/02/2007, Carcasonne station (Aude) (France)";"27/02/2007";"Train derailment";"Carcasonne station (Aude)";"France";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;0;"BEA - TT Land Transport Investigation Body"
"862";"FR-830";"Trains collision with an obstacle, 20/12/2009, Line RER C from Paris-Austerlitz to Juvisy near the station of Choisy-le-Roi (France)";"20/12/2009";"Trains collision with an obstacle";"Line RER C from Paris-Austerlitz to Juvisy near the station of Choisy-le-Roi";"France";"Final report";"Railway";"Line";"";0;0;0;0;2;2;0;0;0;0;"BEA - TT Land Transport Investigation Body"
"863";"FR-930";"Train derailment, 22/05/2010, Near Neufchateau station; double track electrified line (France)";"22/05/2010";"Train derailment";"Near Neufchateau station; double track electrified line";"France";"Final report";"Railway";"Line";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;8;"BEA - TT Land Transport Investigation Body"
"864";"FR-983";"Train derailment, 29/07/2010, Bully-Grenay station; track n°2 (France)";"29/07/2010";"Train derailment";"Bully-Grenay station; track n°2";"France";"Final report";"Railway";"Station";"";NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"BEA - TT Land Transport Investigation Body"
"865";"FR-995";"Level crossing accident, 27/09/2010, Level crossing without barriers near Gimont on the single track line from Toulouse to Auch (France)";"27/09/2010";"Level crossing accident";"Level crossing without barriers near Gimont on the single track line from Toulouse to Auch";"France";"Final report";"Railway";"Line";"";0;0;0;0;4;2;1;0;0;3;"BEA - TT Land Transport Investigation Body"
"866";"HR-3549";"Trains collision near miss, 10.4.2014., Oriovac (Croatia)";"10/04/2014";"Trains collision near miss";"Oriovac";"Croatia";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"National Investigation Body of Croatia"
"867";"HR-3573";"Train derailment, 22.4.2014., Kistanje-Knin (Croatia)";"22/04/2014";"Train derailment";"Kistanje-Knin";"Croatia";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"National Investigation Body of Croatia"
"868";"HU-0052";"Accident to persons caused by RS in motion, 2012.06.27., Between Mád and Tállya stations (Rátka stop) (Hungary)";"27/06/2012";"Accident to persons caused by RS in motion";"Between Mád and Tállya stations (Rátka stop)";"Hungary";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"869";"HU-0053";"Train derailment, 17/07/2012, Budapest (Hungary)";"17/07/2012";"Train derailment";"Budapest";"Hungary";"Final report";"Tramway";"Line";"Double track";0;0;0;0;0;0;0;0;0;2;"Transportation Safety Bureau"
"870";"HU-0057";"Train derailment, 18/07/2012, Budapest (Hungary)";"18/07/2012";"Train derailment";"Budapest";"Hungary";"Final report";"Tramway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"871";"HU-0083";"Spad, 2012-07-20, Tárnok (Hungary)";"20/07/2012";"Spad";"Tárnok";"Hungary";"Notification";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"872";"HU-0104";"Trains collision, 2012.07.05., Budapest, Deli Railway Station (Hungary)";"05/07/2012";"Trains collision";"Budapest, Deli Railway Station";"Hungary";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"873";"HU-0122";"Train derailment, 2012-08-14, Szolnok (Hungary)";"14/08/2012";"Train derailment";"Szolnok";"Hungary";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"874";"HU-0126";"Level crossing accident, 07/08/2012, Koszeg és Szombathely között (Hungary)";"07/08/2012";"Level crossing accident";"Koszeg és Szombathely között";"Hungary";"Final report";"Railway";"Line";"Single track";0;0;0;0;2;1;1;0;0;1;"Transportation Safety Bureau"
"875";"HU-0133";"Train derailment, 2012.08.14., Szolnok railway station (Hungary)";"14/08/2012";"Train derailment";"Szolnok railway station";"Hungary";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"876";"HU-0224";"Fire in RS, 8/28/2012, Gyor (Hungary)";"28/08/2012";"Fire in RS";"Gyor";"Hungary";"Final report";"Railway";"Siding";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"877";"HU-0341";"Unauthorised train movement other than SPAD, 2012-10-11, Szeged, Dugonics tér (Hungary)";"11/10/2012";"Unauthorised train movement other than SPAD";"Szeged, Dugonics tér";"Hungary";"Notification";"Tramway";"Station";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"878";"HU-0359";"Train derailment, 2012.10.19., Aszód (Hungary)";"19/10/2012";"Train derailment";"Aszód";"Hungary";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"879";"HU-0653";"Trains collision, 2012-04-04, Tatabanya station (Hungary)";"04/04/2012";"Trains collision";"Tatabanya station";"Hungary";"Notification";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"880";"HU-0654";"Train derailment, 2012.06.05., Kobanya-Teher station (Hungary)";"05/06/2012";"Train derailment";"Kobanya-Teher station";"Hungary";"Final report";"Railway";"Station";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"881";"HU-0657";"Level crossing accident, 2012-06-21, Between Matehazapuszta and Baja stations (Hungary)";"21/06/2012";"Level crossing accident";"Between Matehazapuszta and Baja stations";"Hungary";"Notification";"Railway";"Line";"Single track";1;0;1;0;1;0;1;0;0;0;"Transportation Safety Bureau"
"882";"HU-0658";"Level crossing accident, 24/06/2012, Between Mezofalva and Retszilas stations (Hungary)";"24/06/2012";"Level crossing accident";"Between Mezofalva and Retszilas stations";"Hungary";"Final report";"Railway";"Line";"Single track";2;0;2;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"883";"HU-0659";"Level crossing accident, 19/09/2012, Between Szentes and Szegvar stations (Hungary)";"19/09/2012";"Level crossing accident";"Between Szentes and Szegvar stations";"Hungary";"Final report";"Railway";"Line";"Single track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
"884";"HU-0667";"Runaway, 8/27/2012, Between Tapiogyörgye and Tapioszele stations (Hungary)";"27/08/2012";"Runaway";"Between Tapiogyörgye and Tapioszele stations";"Hungary";"Final report";"Railway";"Line";"Double track";0;0;0;0;0;0;0;0;0;0;"Transportation Safety Bureau"
